*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Mar 31 2025 20:14:32
*************************************************
parsing config file: /data3/config/bingo.ini

trace_0 /data3/STREAMING/traces/streaming_phase5_core0.trace.xz
Heartbeat CPU  3 instructions:   10000000 cycles:    5065284 heartbeat IPC: 1.93014 cumulative IPC: 1.97422 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  0 instructions:   11000001 cycles:    5291867 heartbeat IPC: 1.78507 cumulative IPC: 2.07866 (Simulation time: 0 hr 1 min 11 sec) 
Heartbeat CPU  1 instructions:   10000001 cycles:    5329580 heartbeat IPC: 1.80521 cumulative IPC: 1.87632 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  2 instructions:   12000000 cycles:    5407473 heartbeat IPC: 1.66691 cumulative IPC: 2.21915 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  3 instructions:   11000001 cycles:    5608882 heartbeat IPC: 1.83960 cumulative IPC: 1.96118 (Simulation time: 0 hr 1 min 15 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    5828730 heartbeat IPC: 1.86267 cumulative IPC: 2.05877 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  1 instructions:   11000003 cycles:    5839579 heartbeat IPC: 1.96079 cumulative IPC: 1.88370 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  2 instructions:   13000001 cycles:    5981723 heartbeat IPC: 1.74140 cumulative IPC: 2.17329 (Simulation time: 0 hr 1 min 20 sec) 
Heartbeat CPU  3 instructions:   12000000 cycles:    6112834 heartbeat IPC: 1.98431 cumulative IPC: 1.96308 (Simulation time: 0 hr 1 min 22 sec) 
Heartbeat CPU  2 instructions:   14000003 cycles:    6294478 heartbeat IPC: 3.19740 cumulative IPC: 2.22417 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  0 instructions:   13000003 cycles:    6342437 heartbeat IPC: 1.94664 cumulative IPC: 2.04969 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  1 instructions:   12000000 cycles:    6343597 heartbeat IPC: 1.98405 cumulative IPC: 1.89167 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  2 instructions:   15000003 cycles:    6598824 heartbeat IPC: 3.28573 cumulative IPC: 2.27313 (Simulation time: 0 hr 1 min 29 sec) 
Heartbeat CPU  3 instructions:   13000002 cycles:    6641980 heartbeat IPC: 1.88984 cumulative IPC: 1.95725 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  0 instructions:   14000000 cycles:    6811101 heartbeat IPC: 2.13372 cumulative IPC: 2.05547 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  1 instructions:   13000003 cycles:    6879838 heartbeat IPC: 1.86484 cumulative IPC: 1.88958 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  2 instructions:   16000000 cycles:    6903142 heartbeat IPC: 3.28603 cumulative IPC: 2.31779 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  3 instructions:   14000000 cycles:    7111511 heartbeat IPC: 2.12978 cumulative IPC: 1.96864 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  2 instructions:   17000003 cycles:    7206256 heartbeat IPC: 3.29910 cumulative IPC: 2.35906 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   15000002 cycles:    7330060 heartbeat IPC: 1.92694 cumulative IPC: 2.04637 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  1 instructions:   14000001 cycles:    7393309 heartbeat IPC: 1.94753 cumulative IPC: 1.89360 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  2 instructions:   18000002 cycles:    7486389 heartbeat IPC: 3.56973 cumulative IPC: 2.40436 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  3 instructions:   15000003 cycles:    7577917 heartbeat IPC: 2.14406 cumulative IPC: 1.97944 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  2 instructions:   19000003 cycles:    7759226 heartbeat IPC: 3.66520 cumulative IPC: 2.44870 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    7805115 heartbeat IPC: 2.10502 cumulative IPC: 2.04994 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  1 instructions:   15000002 cycles:    7856171 heartbeat IPC: 2.16047 cumulative IPC: 1.90933 (Simulation time: 0 hr 1 min 49 sec) 
Heartbeat CPU  2 instructions:   20000000 cycles:    8037434 heartbeat IPC: 3.59442 cumulative IPC: 2.48836 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  3 instructions:   16000000 cycles:    8056365 heartbeat IPC: 2.09009 cumulative IPC: 1.98601 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  0 instructions:   17000000 cycles:    8303778 heartbeat IPC: 2.00536 cumulative IPC: 2.04726 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  2 instructions:   21000001 cycles:    8313762 heartbeat IPC: 3.61889 cumulative IPC: 2.52593 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  1 instructions:   16000000 cycles:    8316707 heartbeat IPC: 2.17138 cumulative IPC: 1.92384 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  3 instructions:   17000003 cycles:    8545055 heartbeat IPC: 2.04629 cumulative IPC: 1.98946 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  1 instructions:   17000001 cycles:    8770259 heartbeat IPC: 2.20482 cumulative IPC: 1.93837 (Simulation time: 0 hr 2 min 3 sec) 
Heartbeat CPU  0 instructions:   18000000 cycles:    8818625 heartbeat IPC: 1.94232 cumulative IPC: 2.04113 (Simulation time: 0 hr 2 min 3 sec) 
Heartbeat CPU  2 instructions:   22000000 cycles:    8845694 heartbeat IPC: 1.87994 cumulative IPC: 2.48709 (Simulation time: 0 hr 2 min 4 sec) 
Heartbeat CPU  3 instructions:   18000003 cycles:    8947254 heartbeat IPC: 2.48633 cumulative IPC: 2.01179 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  1 instructions:   18000001 cycles:    9053845 heartbeat IPC: 3.52627 cumulative IPC: 1.98811 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  3 instructions:   19000002 cycles:    9223019 heartbeat IPC: 3.62627 cumulative IPC: 2.06006 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  0 instructions:   19000003 cycles:    9293362 heartbeat IPC: 2.10644 cumulative IPC: 2.04447 (Simulation time: 0 hr 2 min 10 sec) 
Heartbeat CPU  1 instructions:   19000000 cycles:    9334048 heartbeat IPC: 3.56884 cumulative IPC: 2.03556 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  3 instructions:   20000000 cycles:    9494569 heartbeat IPC: 3.68256 cumulative IPC: 2.10647 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  1 instructions:   20000000 cycles:    9670914 heartbeat IPC: 2.96854 cumulative IPC: 2.06806 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  2 instructions:   23000002 cycles:    9698197 heartbeat IPC: 1.17302 cumulative IPC: 2.37158 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:    9752664 heartbeat IPC: 2.17721 cumulative IPC: 2.05072 (Simulation time: 0 hr 2 min 17 sec) 
Heartbeat CPU  3 instructions:   21000000 cycles:    9771905 heartbeat IPC: 3.60573 cumulative IPC: 2.14902 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  1 instructions:   21000003 cycles:   10039596 heartbeat IPC: 2.71237 cumulative IPC: 2.09172 (Simulation time: 0 hr 2 min 22 sec) 
Heartbeat CPU  3 instructions:   22000002 cycles:   10121235 heartbeat IPC: 2.86263 cumulative IPC: 2.17365 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:   21000002 cycles:   10209087 heartbeat IPC: 2.19095 cumulative IPC: 2.05699 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  2 instructions:   24000000 cycles:   10313728 heartbeat IPC: 1.62461 cumulative IPC: 2.32700 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  1 instructions:   22000000 cycles:   10464026 heartbeat IPC: 2.35609 cumulative IPC: 2.10244 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  3 instructions:   23000000 cycles:   10657861 heartbeat IPC: 1.86349 cumulative IPC: 2.15803 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  0 instructions:   22000001 cycles:   10668577 heartbeat IPC: 2.17632 cumulative IPC: 2.06213 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  2 instructions:   25000003 cycles:   10772977 heartbeat IPC: 2.17747 cumulative IPC: 2.32062 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  1 instructions:   23000001 cycles:   10947717 heartbeat IPC: 2.06744 cumulative IPC: 2.10089 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  2 instructions:   26000003 cycles:   11082163 heartbeat IPC: 3.23430 cumulative IPC: 2.34611 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  0 instructions:   23000003 cycles:   11167641 heartbeat IPC: 2.00376 cumulative IPC: 2.05952 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  3 instructions:   24000000 cycles:   11174383 heartbeat IPC: 1.93603 cumulative IPC: 2.14777 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  2 instructions:   27000001 cycles:   11384216 heartbeat IPC: 3.31067 cumulative IPC: 2.37170 (Simulation time: 0 hr 2 min 41 sec) 
Heartbeat CPU  1 instructions:   24000000 cycles:   11392896 heartbeat IPC: 2.24629 cumulative IPC: 2.10658 (Simulation time: 0 hr 2 min 42 sec) 
Heartbeat CPU  3 instructions:   25000002 cycles:   11676890 heartbeat IPC: 1.99003 cumulative IPC: 2.14098 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   11708195 heartbeat IPC: 1.84995 cumulative IPC: 2.04985 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  2 instructions:   28000000 cycles:   11761205 heartbeat IPC: 2.65259 cumulative IPC: 2.38071 (Simulation time: 0 hr 2 min 47 sec) 
Heartbeat CPU  1 instructions:   25000000 cycles:   11887335 heartbeat IPC: 2.02249 cumulative IPC: 2.10308 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  3 instructions:   26000001 cycles:   12135146 heartbeat IPC: 2.18218 cumulative IPC: 2.14254 (Simulation time: 0 hr 2 min 52 sec) 
Heartbeat CPU  0 instructions:   25000001 cycles:   12203791 heartbeat IPC: 2.01777 cumulative IPC: 2.04854 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  1 instructions:   26000001 cycles:   12351630 heartbeat IPC: 2.15381 cumulative IPC: 2.10499 (Simulation time: 0 hr 2 min 55 sec) 
Heartbeat CPU  2 instructions:   29000002 cycles:   12372715 heartbeat IPC: 1.63530 cumulative IPC: 2.34387 (Simulation time: 0 hr 2 min 56 sec) 
Heartbeat CPU  3 instructions:   27000001 cycles:   12577567 heartbeat IPC: 2.26029 cumulative IPC: 2.14668 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  0 instructions:   26000003 cycles:   12661636 heartbeat IPC: 2.18415 cumulative IPC: 2.05345 (Simulation time: 0 hr 3 min 0 sec) 
Heartbeat CPU  1 instructions:   27000000 cycles:   12812173 heartbeat IPC: 2.17135 cumulative IPC: 2.10737 (Simulation time: 0 hr 3 min 2 sec) 
Heartbeat CPU  2 instructions:   30000000 cycles:   12961727 heartbeat IPC: 1.69775 cumulative IPC: 2.31451 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  3 instructions:   28000000 cycles:   13056916 heartbeat IPC: 2.08616 cumulative IPC: 2.14446 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  0 instructions:   27000003 cycles:   13106665 heartbeat IPC: 2.24704 cumulative IPC: 2.06002 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  1 instructions:   28000000 cycles:   13266827 heartbeat IPC: 2.19947 cumulative IPC: 2.11053 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  2 instructions:   31000002 cycles:   13530247 heartbeat IPC: 1.75896 cumulative IPC: 2.29116 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   13559986 heartbeat IPC: 2.20594 cumulative IPC: 2.06490 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  3 instructions:   29000000 cycles:   13614095 heartbeat IPC: 1.79476 cumulative IPC: 2.13015 (Simulation time: 0 hr 3 min 13 sec) 
Heartbeat CPU  1 instructions:   29000002 cycles:   13859303 heartbeat IPC: 1.68784 cumulative IPC: 2.09246 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  3 instructions:   30000001 cycles:   14053726 heartbeat IPC: 2.27464 cumulative IPC: 2.13467 (Simulation time: 0 hr 3 min 18 sec) 
Heartbeat CPU  2 instructions:   32000000 cycles:   14078853 heartbeat IPC: 1.82280 cumulative IPC: 2.27291 (Simulation time: 0 hr 3 min 18 sec) 
Heartbeat CPU  1 instructions:   30000002 cycles:   14376371 heartbeat IPC: 1.93398 cumulative IPC: 2.08676 (Simulation time: 0 hr 3 min 22 sec) 
Heartbeat CPU  0 instructions:   29000001 cycles:   14512096 heartbeat IPC: 1.05030 cumulative IPC: 1.99833 (Simulation time: 0 hr 3 min 23 sec) 
Heartbeat CPU  3 instructions:   31000000 cycles:   14524005 heartbeat IPC: 2.12640 cumulative IPC: 2.13440 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  2 instructions:   33000001 cycles:   14612686 heartbeat IPC: 1.87325 cumulative IPC: 2.25831 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  1 instructions:   31000000 cycles:   14870166 heartbeat IPC: 2.02513 cumulative IPC: 2.08471 (Simulation time: 0 hr 3 min 28 sec) 
Heartbeat CPU  3 instructions:   32000000 cycles:   14962425 heartbeat IPC: 2.28092 cumulative IPC: 2.13869 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  2 instructions:   34000002 cycles:   15160551 heartbeat IPC: 1.82527 cumulative IPC: 2.24266 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  1 instructions:   32000000 cycles:   15353468 heartbeat IPC: 2.06910 cumulative IPC: 2.08422 (Simulation time: 0 hr 3 min 33 sec) 
Heartbeat CPU  0 instructions:   30000000 cycles:   15406400 heartbeat IPC: 1.11819 cumulative IPC: 1.94724 (Simulation time: 0 hr 3 min 34 sec) 
Heartbeat CPU  3 instructions:   33000000 cycles:   15435948 heartbeat IPC: 2.11183 cumulative IPC: 2.13787 (Simulation time: 0 hr 3 min 34 sec) 
Heartbeat CPU  2 instructions:   35000002 cycles:   15733606 heartbeat IPC: 1.74503 cumulative IPC: 2.22454 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  1 instructions:   33000000 cycles:   15866934 heartbeat IPC: 1.94755 cumulative IPC: 2.07980 (Simulation time: 0 hr 3 min 40 sec) 
Heartbeat CPU  3 instructions:   34000001 cycles:   15896201 heartbeat IPC: 2.17272 cumulative IPC: 2.13888 (Simulation time: 0 hr 3 min 40 sec) 
Heartbeat CPU  0 instructions:   31000000 cycles:   16045319 heartbeat IPC: 1.56514 cumulative IPC: 1.93203 (Simulation time: 0 hr 3 min 42 sec) 
Heartbeat CPU  2 instructions:   36000000 cycles:   16296398 heartbeat IPC: 1.77685 cumulative IPC: 2.20908 (Simulation time: 0 hr 3 min 45 sec) 
Heartbeat CPU  1 instructions:   34000000 cycles:   16345905 heartbeat IPC: 2.08781 cumulative IPC: 2.08003 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  3 instructions:   35000001 cycles:   16436710 heartbeat IPC: 1.85011 cumulative IPC: 2.12938 (Simulation time: 0 hr 3 min 47 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   16576907 heartbeat IPC: 1.88116 cumulative IPC: 1.93040 (Simulation time: 0 hr 3 min 49 sec) 
Heartbeat CPU  1 instructions:   35000000 cycles:   16842203 heartbeat IPC: 2.01492 cumulative IPC: 2.07811 (Simulation time: 0 hr 3 min 53 sec) 
Heartbeat CPU  2 instructions:   37000000 cycles:   16884825 heartbeat IPC: 1.69945 cumulative IPC: 2.19132 (Simulation time: 0 hr 3 min 53 sec) 
Heartbeat CPU  3 instructions:   36000000 cycles:   16942956 heartbeat IPC: 1.97532 cumulative IPC: 2.12478 (Simulation time: 0 hr 3 min 54 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   17062993 heartbeat IPC: 2.05725 cumulative IPC: 1.93401 (Simulation time: 0 hr 3 min 56 sec) 
Heartbeat CPU  1 instructions:   36000000 cycles:   17351730 heartbeat IPC: 1.96260 cumulative IPC: 2.07472 (Simulation time: 0 hr 4 min 0 sec) 
Heartbeat CPU  3 instructions:   37000000 cycles:   17465550 heartbeat IPC: 1.91353 cumulative IPC: 2.11846 (Simulation time: 0 hr 4 min 1 sec) 
Heartbeat CPU  2 instructions:   38000000 cycles:   17483024 heartbeat IPC: 1.67168 cumulative IPC: 2.17354 (Simulation time: 0 hr 4 min 1 sec) 
Heartbeat CPU  0 instructions:   34000001 cycles:   17551609 heartbeat IPC: 2.04660 cumulative IPC: 1.93714 (Simulation time: 0 hr 4 min 2 sec) 
Heartbeat CPU  1 instructions:   37000000 cycles:   17880769 heartbeat IPC: 1.89022 cumulative IPC: 2.06926 (Simulation time: 0 hr 4 min 7 sec) 
Heartbeat CPU  3 instructions:   38000002 cycles:   18015071 heartbeat IPC: 1.81977 cumulative IPC: 2.10935 (Simulation time: 0 hr 4 min 8 sec) 
