*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr  2 2025 11:26:00
*************************************************
parsing config file: /data3/config/pythia_mod2.ini

trace_0 /data3/NUTCH/traces/nutch_phase4_core0.trace.xz
Heartbeat CPU  0 instructions:   43000002 cycles:   21574231 heartbeat IPC: 1.92685 cumulative IPC: 1.99312 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   22225173 heartbeat IPC: 1.53623 cumulative IPC: 1.97974 (Simulation time: 0 hr 0 min 55 sec) 
Heartbeat CPU  0 instructions:   45000000 cycles:   22784954 heartbeat IPC: 1.78641 cumulative IPC: 1.97499 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:   46000002 cycles:   23277633 heartbeat IPC: 2.02972 cumulative IPC: 1.97615 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  0 instructions:   47000000 cycles:   23750111 heartbeat IPC: 2.11650 cumulative IPC: 1.97894 (Simulation time: 0 hr 0 min 59 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   24224042 heartbeat IPC: 2.11001 cumulative IPC: 1.98150 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  0 instructions:   49000001 cycles:   24769466 heartbeat IPC: 1.83344 cumulative IPC: 1.97824 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  0 instructions:   50000000 cycles:   25312314 heartbeat IPC: 1.84213 cumulative IPC: 1.97532 (Simulation time: 0 hr 1 min 3 sec) 

Warmup complete CPU  0 instructions:   50000003 cycles:   25312315 (Simulation time: 0 hr 1 min 3 sec) 

Heartbeat CPU  0 instructions:   51000001 cycles:   27505775 heartbeat IPC: 0.45590 cumulative IPC: 0.45590 (Simulation time: 0 hr 1 min 4 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   29591999 heartbeat IPC: 0.47933 cumulative IPC: 0.46732 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  0 instructions:   53000002 cycles:   31792509 heartbeat IPC: 0.45444 cumulative IPC: 0.46295 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  0 instructions:   54000002 cycles:   33904358 heartbeat IPC: 0.47352 cumulative IPC: 0.46555 (Simulation time: 0 hr 1 min 9 sec) 
Heartbeat CPU  0 instructions:   55000003 cycles:   37757032 heartbeat IPC: 0.25956 cumulative IPC: 0.40178 (Simulation time: 0 hr 1 min 11 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   40262869 heartbeat IPC: 0.39907 cumulative IPC: 0.40132 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   41439397 heartbeat IPC: 0.84996 cumulative IPC: 0.43405 (Simulation time: 0 hr 1 min 14 sec) 
Heartbeat CPU  0 instructions:   58000001 cycles:   44720812 heartbeat IPC: 0.30475 cumulative IPC: 0.41219 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  0 instructions:   59000001 cycles:   47708964 heartbeat IPC: 0.33465 cumulative IPC: 0.40185 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   49081532 heartbeat IPC: 0.72856 cumulative IPC: 0.42071 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  0 instructions:   61000000 cycles:   52515206 heartbeat IPC: 0.29123 cumulative IPC: 0.40437 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  0 instructions:   62000000 cycles:   55879384 heartbeat IPC: 0.29725 cumulative IPC: 0.39258 (Simulation time: 0 hr 1 min 22 sec) 
Heartbeat CPU  0 instructions:   63000000 cycles:   59247875 heartbeat IPC: 0.29687 cumulative IPC: 0.38308 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   62476106 heartbeat IPC: 0.30977 cumulative IPC: 0.37671 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  0 instructions:   65000001 cycles:   65824877 heartbeat IPC: 0.29862 cumulative IPC: 0.37026 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  0 instructions:   66000001 cycles:   68887223 heartbeat IPC: 0.32655 cumulative IPC: 0.36718 (Simulation time: 0 hr 1 min 29 sec) 
Heartbeat CPU  0 instructions:   67000002 cycles:   71811460 heartbeat IPC: 0.34197 cumulative IPC: 0.36560 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   75069492 heartbeat IPC: 0.30693 cumulative IPC: 0.36176 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  0 instructions:   69000000 cycles:   78294119 heartbeat IPC: 0.31011 cumulative IPC: 0.35861 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  0 instructions:   70000002 cycles:   81515077 heartbeat IPC: 0.31047 cumulative IPC: 0.35585 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  0 instructions:   71000001 cycles:   84626756 heartbeat IPC: 0.32137 cumulative IPC: 0.35405 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   87158171 heartbeat IPC: 0.39504 cumulative IPC: 0.35572 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   73000001 cycles:   88535049 heartbeat IPC: 0.72628 cumulative IPC: 0.36379 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  0 instructions:   74000000 cycles:   90279276 heartbeat IPC: 0.57332 cumulative IPC: 0.36942 (Simulation time: 0 hr 1 min 41 sec) 
Heartbeat CPU  0 instructions:   75000000 cycles:   92600776 heartbeat IPC: 0.43076 cumulative IPC: 0.37153 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   94426978 heartbeat IPC: 0.54758 cumulative IPC: 0.37619 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   77000000 cycles:   98082373 heartbeat IPC: 0.27357 cumulative IPC: 0.37103 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  0 instructions:   78000002 cycles:  101754023 heartbeat IPC: 0.27236 cumulative IPC: 0.36629 (Simulation time: 0 hr 1 min 49 sec) 
Heartbeat CPU  0 instructions:   79000003 cycles:  105268438 heartbeat IPC: 0.28454 cumulative IPC: 0.36270 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:  108876761 heartbeat IPC: 0.27714 cumulative IPC: 0.35900 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  0 instructions:   81000000 cycles:  112535229 heartbeat IPC: 0.27334 cumulative IPC: 0.35541 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  0 instructions:   82000001 cycles:  115265650 heartbeat IPC: 0.36624 cumulative IPC: 0.35574 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  0 instructions:   83000000 cycles:  117994542 heartbeat IPC: 0.36645 cumulative IPC: 0.35606 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:  121241766 heartbeat IPC: 0.30796 cumulative IPC: 0.35443 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  0 instructions:   85000002 cycles:  123283800 heartbeat IPC: 0.48971 cumulative IPC: 0.35725 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  0 instructions:   86000000 cycles:  126254214 heartbeat IPC: 0.33665 cumulative IPC: 0.35664 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  0 instructions:   87000003 cycles:  129181393 heartbeat IPC: 0.34163 cumulative IPC: 0.35622 (Simulation time: 0 hr 2 min 3 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:  132295376 heartbeat IPC: 0.32113 cumulative IPC: 0.35520 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  0 instructions:   89000000 cycles:  135562316 heartbeat IPC: 0.30610 cumulative IPC: 0.35374 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  0 instructions:   90000003 cycles:  136967018 heartbeat IPC: 0.71190 cumulative IPC: 0.35825 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  0 instructions:   91000002 cycles:  140175705 heartbeat IPC: 0.31165 cumulative IPC: 0.35695 (Simulation time: 0 hr 2 min 10 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:  143435187 heartbeat IPC: 0.30680 cumulative IPC: 0.35556 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:   93000000 cycles:  146775616 heartbeat IPC: 0.29936 cumulative IPC: 0.35402 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  0 instructions:   94000001 cycles:  150109765 heartbeat IPC: 0.29993 cumulative IPC: 0.35257 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  0 instructions:   95000003 cycles:  153392774 heartbeat IPC: 0.30460 cumulative IPC: 0.35134 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:  156608531 heartbeat IPC: 0.31097 cumulative IPC: 0.35035 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  0 instructions:   97000002 cycles:  159186636 heartbeat IPC: 0.38788 cumulative IPC: 0.35108 (Simulation time: 0 hr 2 min 19 sec) 
Heartbeat CPU  0 instructions:   98000001 cycles:  162367362 heartbeat IPC: 0.31439 cumulative IPC: 0.35022 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  0 instructions:   99000003 cycles:  165335470 heartbeat IPC: 0.33692 cumulative IPC: 0.34994 (Simulation time: 0 hr 2 min 23 sec) 
*** Reached end of trace for Core: 0 Repeating trace: /data3/NUTCH/traces/nutch_phase4_core0.trace.xz
Heartbeat CPU  0 instructions:  100000000 cycles:  170370811 heartbeat IPC: 0.19860 cumulative IPC: 0.34469 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  0 instructions:  101000000 cycles:  173576854 heartbeat IPC: 0.31191 cumulative IPC: 0.34398 (Simulation time: 0 hr 2 min 26 sec) 
Heartbeat CPU  0 instructions:  102000002 cycles:  176561319 heartbeat IPC: 0.33507 cumulative IPC: 0.34380 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  0 instructions:  103000000 cycles:  179350982 heartbeat IPC: 0.35847 cumulative IPC: 0.34407 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:  181930397 heartbeat IPC: 0.38768 cumulative IPC: 0.34479 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  0 instructions:  105000003 cycles:  184962524 heartbeat IPC: 0.32980 cumulative IPC: 0.34450 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  0 instructions:  106000001 cycles:  187995383 heartbeat IPC: 0.32972 cumulative IPC: 0.34423 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  0 instructions:  107000003 cycles:  191079320 heartbeat IPC: 0.32426 cumulative IPC: 0.34386 (Simulation time: 0 hr 2 min 36 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:  194119506 heartbeat IPC: 0.32893 cumulative IPC: 0.34359 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  0 instructions:  109000002 cycles:  196783752 heartbeat IPC: 0.37534 cumulative IPC: 0.34408 (Simulation time: 0 hr 2 min 40 sec) 
Heartbeat CPU  0 instructions:  110000003 cycles:  199815122 heartbeat IPC: 0.32988 cumulative IPC: 0.34383 (Simulation time: 0 hr 2 min 42 sec) 
Heartbeat CPU  0 instructions:  111000001 cycles:  202196101 heartbeat IPC: 0.41999 cumulative IPC: 0.34486 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:  205227938 heartbeat IPC: 0.32983 cumulative IPC: 0.34461 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  0 instructions:  113000003 cycles:  208409374 heartbeat IPC: 0.31432 cumulative IPC: 0.34408 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:  114000002 cycles:  211515516 heartbeat IPC: 0.32194 cumulative IPC: 0.34371 (Simulation time: 0 hr 2 min 48 sec) 
Heartbeat CPU  0 instructions:  115000003 cycles:  214568108 heartbeat IPC: 0.32759 cumulative IPC: 0.34345 (Simulation time: 0 hr 2 min 50 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:  217551849 heartbeat IPC: 0.33515 cumulative IPC: 0.34332 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  0 instructions:  117000001 cycles:  220772929 heartbeat IPC: 0.31046 cumulative IPC: 0.34278 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:  118000002 cycles:  222314723 heartbeat IPC: 0.64860 cumulative IPC: 0.34517 (Simulation time: 0 hr 2 min 55 sec) 
Heartbeat CPU  0 instructions:  119000000 cycles:  225433991 heartbeat IPC: 0.32059 cumulative IPC: 0.34479 (Simulation time: 0 hr 2 min 56 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:  228461872 heartbeat IPC: 0.33026 cumulative IPC: 0.34457 (Simulation time: 0 hr 2 min 58 sec) 
Heartbeat CPU  0 instructions:  121000000 cycles:  231596738 heartbeat IPC: 0.31899 cumulative IPC: 0.34418 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  0 instructions:  122000000 cycles:  234658440 heartbeat IPC: 0.32662 cumulative IPC: 0.34393 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  0 instructions:  123000000 cycles:  237726430 heartbeat IPC: 0.32595 cumulative IPC: 0.34367 (Simulation time: 0 hr 3 min 2 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:  240871581 heartbeat IPC: 0.31795 cumulative IPC: 0.34329 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  0 instructions:  125000002 cycles:  243317632 heartbeat IPC: 0.40882 cumulative IPC: 0.34403 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  0 instructions:  126000000 cycles:  246166368 heartbeat IPC: 0.35103 cumulative IPC: 0.34412 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  0 instructions:  127000003 cycles:  249379341 heartbeat IPC: 0.31124 cumulative IPC: 0.34365 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:  252015938 heartbeat IPC: 0.37928 cumulative IPC: 0.34406 (Simulation time: 0 hr 3 min 11 sec) 
Heartbeat CPU  0 instructions:  129000001 cycles:  255160429 heartbeat IPC: 0.31802 cumulative IPC: 0.34371 (Simulation time: 0 hr 3 min 13 sec) 
Heartbeat CPU  0 instructions:  130000002 cycles:  258526504 heartbeat IPC: 0.29708 cumulative IPC: 0.34303 (Simulation time: 0 hr 3 min 15 sec) 
Heartbeat CPU  0 instructions:  131000002 cycles:  262922134 heartbeat IPC: 0.22750 cumulative IPC: 0.34089 (Simulation time: 0 hr 3 min 17 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:  267490711 heartbeat IPC: 0.21889 cumulative IPC: 0.33859 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  0 instructions:  133000002 cycles:  269759662 heartbeat IPC: 0.44073 cumulative IPC: 0.33954 (Simulation time: 0 hr 3 min 20 sec) 
